soc6_id,ai,software,robot,nra,nri,nrm,rc,rm,req,wages,employment
13-2052,1.3856927005734176,0.038571672,-0.596362137,1.0519322717688655,0.8511177355107736,-1.554091353,-0.330372735,-1.496703914,high,66.22,283060
13-2053,1.3109121539004147,-0.546193811,-0.75972748,0.5264620108892676,-0.144824878,-0.993186809,0.2735338764890266,-0.972542144,high,39.9,105900
13-2054,1.355657659218681,-0.212534012,-0.660139817,NA,NA,NA,NA,NA,high,55.84000000000002,55800
13-2061,1.512163734573814,-0.814747903,-0.639972119,0.3965704857280187,0.7897240127692202,-1.666936054,-0.312345672,-1.399800058,high,45.97,63370
13-2071,1.3701829303901347,-0.653839054,-0.743284059,0.036416711,-0.165289452,-0.873704184,0.8143457669720812,-0.747901385,high,24.83,29090
13-2072,1.3705442329490636,-0.403684426,-0.700820598,0.6740660167543228,-0.247147749,-0.750902598,0.093263246,-0.990161027,high,40.46,345550
13-2081,1.3514507047022175,-0.970180665,-0.76980804,0.26077480033216743,-0.424507393,-1.003143694,1.4182523780114913,-0.699449456,medium,30.97,50610
13-2082,1.2776662631288307,0.071243275,-0.548418275,0.3434330436165982,0.1826083101027423,-0.744264674,1.2650223423746259,-0.54968895,medium,26.85,82370
13-2099,1.3459423545160931,-0.371139451,-0.654215023,1.3855173250238917,0.44182625056708064,-1.25372531,0.4042300833557647,-1.24123011,high,40.18,127020
15-1211,1.181224719745534,-0.262287963,-0.706840072,1.2762903606837508,0.43159396344348855,-0.745924155,0.8458931272502596,-0.424154408,high,51.7,505210
15-1212,1.2337003841423306,-0.161039905,-0.317412562,0.8393825033231859,-0.683725333,-0.886980031,-0.12306151,-0.840400521,high,57.63000000000001,163690
15-1221,1.1369389164261277,-0.588203278,-0.581348059,2.008406229774427,-0.560937888,-0.853790413,-1.132577039,-0.602545599,high,74.94,33780
15-1231,0.7653337847528922,0.10531149674232347,-0.654074136,0.34933720385120054,-0.588223987,-0.614825164,0.36366919156953653,-0.192906568,high,36.57,168920
15-1232,0.2741262027539995,0.6475108292938165,-0.222139815,-0.058049852,-1.372699333,-0.750902598,0.012141462755550402,-0.747901385,medium,29.609999999999996,696830
15-1241,0.5577059203719201,0.14237687862004178,-0.696083863,1.0873572331764798,0.018891716125265114,-0.782432735,-0.690913995,-1.069446,high,62.249999999999986,173920
15-1242,1.268737649333184,-0.485911337,-0.658054508,0.6563535360505165,-1.017980046,-0.621463088,0.21945268744072113,-0.245763218,high,49.29,80520
15-1243,1.242418069907765,-0.004436401,-0.601005399,1.3855173250238917,-0.397221294,-1.32674247,0.46732480391212006,-0.8359958,high,65.65,62470
15-1244,0.7688367038919576,0.49914917,-0.174691039,0.49694120971625655,-1.399985432,-0.843833528,-0.267278014,-0.131240478,high,46.71,325930
15-1251,1.255257430675056,1.7714573712479367,1.0963298372752408,1.4297985267834075,-0.540473313,-0.843833528,0.46281803815809514,-0.783139151,high,49.42,132740
15-1252,1.2255958025795473,0.24523146068352034,-0.512742994,NA,NA,NA,NA,NA,high,63.91000000000001,1534790
15-1253,1.2224300318804804,0.3225004854111132,-0.523147426,0.8689033044961969,0.3804325278255271,-1.046290198,0.6070345422869105,-0.598140879,high,50.839999999999996,196420
15-1254,1.0715350794598453,-0.358907433,-0.681356115,0.7626284202733568,-0.567759412,-0.850471452,0.796318704,-0.351476516,medium,42.11,88620
15-1255,1.1438167849710958,0.059065551,-0.612656202,1.0932613934110822,-0.199397076,-0.707756094,-0.853157562,-0.461594535,high,48.91,97350
15-1299,0.9493335214662075,0.5933476256681939,-0.295514483,1.2951836734344773,0.7747166583212846,-0.936100666,0.10588219043928027,-0.628973924,high,50.31999999999999,416320
15-2011,1.5024852665846362,-0.319194517,-0.707894938,1.6541566156982928,0.30539575558585025,-1.690168787,0.17438502990046678,-1.483489752,high,61.34,25010
15-2021,1.4579229356083963,-0.821363396,-0.733431524,1.937556307,-0.499544165,-1.753229061,-0.708941058,-1.523132239,high,54.74,2070
15-2031,1.3849569755302362,-0.983429366,-0.816496271,1.9729812683668142,-0.165289452,-1.653660207,-1.087509381,-1.223611227,high,46.06999999999999,105080
15-2041,1.3675014194988684,0.3097880015825216,-0.642482033,1.6128274940560785,-0.124360304,-1.515923292,-0.555711022,-1.283074957,high,50.73,30780
17-1011,1.028823667179346,0.07961839,-0.583386115,1.2290570788069335,1.2467661709563433,-0.389135762,-0.240237419,-0.844805241,high,46.4,107490
17-1012,1.0159520112112572,0.24343515069180963,-0.543961702,1.075548912707275,0.9739051809938816,-0.598230355,-0.501629833,-0.717068339,high,37.41,18120
17-1021,0.7965564821169784,-0.06151758,-0.701381669,0.8807116249654009,-0.799691254,-0.073834391,0.8594134245123356,-0.404333165,high,36.2,13270
17-1022,0.11942976879108741,-0.122384069,-0.399139429,0.7921492214463678,0.21671593384804994,0.6928457849198576,0.8413863614962334,-0.281000984,high,34.16,47770
17-2011,1.3231096475518433,-0.609383556,-0.503972288,1.7072940578097133,-0.260790799,-1.361591569,-1.069482318,-0.915280774,high,61.1,61580
17-2021,0.9216657687912225,0.41208698111219716,-0.516574375,1.2290570788069335,0.5714352207992502,-0.525213195,-0.618805743,-0.897661891,high,43.61,1500
17-2031,0.9685546662174573,0.3391948,-0.358598709,1.7545273396865322,0.48957692381051165,-1.076160854,-0.808089904,-0.937304377,high,51.95,19210
17-2041,1.3257316141666384,1.777846992009793,-0.085152741,1.5537858917100549,0.12803611211024962,-1.311807142,-0.790062841,-0.928494936,high,56.64,20380
17-2051,1.2667232361834029,-0.161407195,-0.64449438,0.7409798327464816,1.133074091805317,-0.983229924,-0.318354693,-1.18543698,high,46.82,307570
17-2061,1.124367000290446,0.19673945264358908,-0.63928332,1.482935968894828,-0.138003353,-0.920169649,0.030168525771652622,-0.791948592,high,67.71,74640
17-2071,1.1091408223391714,0.3765282795865392,-0.233087264,0.8098617021501748,-0.63597466,-0.976592,-0.366426861,-0.853614683,high,54.82999999999999,182210
17-2072,0.6436184209150198,0.49214412544077457,-0.233750779,1.0135552302439514,-0.34947062,-0.677885438,-0.537683959,-0.571712554,high,56.95000000000002,106640
17-2081,1.3279771398471307,0.2893442184015212,-0.556119289,1.0696447524726727,0.6942226662823582,-1.17904867,-1.430023579,-1.161945136,high,48.88,45440
17-2111,0.9760931734637515,0.019082416,-0.326668877,0.9338490670768214,0.9091006958777967,-0.867066261,-0.443041878,-0.998970468,high,49.79,21520
17-2112,1.1203886352421313,-0.046983367,-0.5141847,0.9781302688363379,0.034240147,-0.963316153,-0.310092289,-0.577218455,high,47.39,321400
17-2121,0.5242871493535638,0.076273591,-0.499494582,0.721299299,-0.083431155,-0.25637729,-0.204183293,-0.408737886,high,50.75,7450
17-2131,1.0188686715333346,0.3359947630739464,-0.629705222,1.429798526783409,0.892046884,-0.714394018,-1.177644696,-0.554093671,high,50.69,21510
17-2141,0.9859992216960533,0.19151873292952157,-0.617592872,0.9948587228343778,-0.069788106,-0.528532157,-0.609792211,-0.537943028,high,48.47,277560
17-2151,1.3313974034566534,0.2905662861556863,-0.090039623,1.1582071559917058,0.6123643692936196,-0.920169649,-0.059966789,-0.783139151,high,48.7,7390
17-2161,1.2870510466357508,-0.180933939,-0.68512403,0.6091202541736983,-0.554116363,-1.162453861,0.15635796688436576,-0.681830573,high,59.88,12250
17-2171,1.2313115485082968,0.10447898137609654,-0.388945838,1.459319328,0.21671593384804994,-1.404738072,-1.168631165,-1.223611227,high,68.66,20540
17-2199,0.7668530721054373,0.5265605947895888,-0.303549459,1.0386479112410107,0.056410102,-0.752976949,-0.657113252,-0.590432617,high,53.5,150420
17-3011,0.9039325749554936,-0.105925089,-0.503153024,0.20763735822074691,-0.799691254,-0.485385654,1.0757381807055575,-0.761115547,medium,29.64,105960
17-3012,0.8905840601631205,0.24454318526775082,-0.421456979,-0.134803935,-1.284019511,-0.664609591,0.5529533532386051,-0.413142607,medium,33,20930
17-3013,0.8207871675857754,-0.847182451,-0.744559543,0.29029560150517847,-1.195339689,-0.604868279,0.41775038061784076,-0.263382101,medium,31.589999999999996,47540
17-3021,0.36656838920846296,3.252867720161834,1.0495742537696755,0.1367874354055201,-0.690546858,0.18172566785740166,1.048697586181404,-0.245763218,medium,37.05,9750
17-3022,0.9129443488931958,0.6042568218895534,-0.506161377,0.414282966,-0.663260759,-0.193317015,-0.041939726,-0.452785093,medium,29.56,62350
17-3023,0.32678978485044025,0.5188032742840628,0.082495427,0.3552413640858029,-0.301719947,0.029053425,-0.12306151,-0.166478244,medium,34.04,99050
17-3024,-0.334833819,0.12014832638539573,0.3399959335002726,0.2519185599802643,-0.332416808,0.8438585467792197,0.6025277765328855,0.4435755819909425,medium,31.69,14540
17-3025,0.016231262020809992,1.0039933865036703,-0.525788328,-0.306024582,-1.113481392,0.28129452183060705,0.12030384085216132,-0.206120731,high,27.9,13400
17-3026,0.5883230827210422,0.2527616222710222,-0.409520283,0.5412224114757731,-0.369935195,-0.178381687,0.12030384085216132,0.18589941731348852,high,30.52,66560
17-3027,-0.148314905,1.5892946473812268,-0.090191839,0.5766473728833865,-0.230093937,0.7376517692078001,0.4763383354201724,0.21893482304136716,medium,31.02,39610
17-3028,0.16794038990989874,0.7602574783786045,0.26622859354417094,NA,NA,NA,NA,NA,medium,32.31,10790
17-3029,0.16794038990989874,0.7602574783786045,0.26622859354417094,-0.043289452,-0.182343264,0.27797556003150026,0.7422375149076748,0.4391708612272252,low,33.92,70250
17-3031,0.058040427,1.4212517604038573,-0.017414064,-0.093474814,-1.086195293,0.3244410252189965,0.9856028656250487,0.21232774189579154,medium,24.79,56580
19-1011,1.022986309635091,-0.891307961,-0.663914373,1.8253772625017575,0.912511458,-0.651333744,-0.60077868,-0.827186358,high,41.28,2520
19-1012,0.7737072238623195,-0.765510812,-0.643950718,1.1818237969301144,0.46229082481426576,-0.873704184,0.093263246,-0.214930172,high,41.22,14720
19-1013,0.6099222139373074,-0.418520655,-0.387652828,1.5478817314754534,0.5373275970539426,-0.236463519,-0.844144031,-0.783139151,high,36.72999999999999,16010
19-1021,0.8864309982629887,0.053942110734173605,-0.435807798,2.5043556894810144,1.1308002502222971,-0.375859914,0.4267639121258919,0.19470885884092307,high,55.16,32500
19-1022,0.6740030578183955,0.380098323,0.2882434943668703,1.1523029957571034,0.6328289435408047,-0.166765321,1.4723335670597966,0.2475655080055291,high,42.77,19710
19-1023,0.2925468806767177,0.20810974160776105,-0.383969281,1.2880986811529556,0.12121458736118883,-0.153489474,-1.502131831,-0.880043008,high,34.91,17410
19-1029,0.9915338117328258,-0.212983777,-0.589316567,1.8120929019739018,0.8050724434546083,-0.745094415,-0.447548644,-0.594837338,high,46.11,55300
19-1031,0.041689871577452006,-0.145637378,-0.299316911,1.0853891797649453,0.3304080129990762,0.19389519445412634,-0.937283856,-0.821313397,high,33.56,22880
19-1032,-0.214060163,0.8632877329192935,-0.235159904,0.24306231962836033,0.5646136960501885,0.48375119157612523,-0.943292877,-0.540879509,high,32.74,9430
19-1041,1.4215585395097468,0.258832034,-0.611261436,1.8253772625017575,0.4963984485595733,-1.60387578,-0.384453924,-1.294086759,high,41.29,9430
19-1042,1.263757123835103,-0.42562186,-0.569803851,1.2585778799799445,0.14167916160837302,-0.223187672,0.8323728299881823,-0.153264081,high,53.21,110550
19-2011,1.3584315141997296,0.7590961092280968,-0.193212885,2.0379270309474378,0.35996795357834205,-1.225514135,-1.231725885,-1.104683766,high,61.279999999999994,2160
19-2012,1.330172204276376,0.10907835440502933,-0.331172403,1.5065526098332376,-0.294898422,-1.577324086,-1.898727217,-1.12230265,high,72.18,18840
19-2021,1.358613174704219,-0.217635377,-0.6876097,1.4120860460796012,0.27810965658960435,-1.023057465,-0.285305077,-1.056231838,high,45.01,9900
19-2031,0.4777697476590096,0.026484572860763077,-0.664773451,1.0519322717688655,-0.547294838,-0.209911824,0.7061833888754703,0.12863804738516524,high,43.53,83940
19-2032,1.0143059651955793,-0.303037447,-0.653674326,1.8430897432055653,0.26446660709148095,-0.807324948,-0.799076373,-0.386714282,high,53.22,7620
19-2041,0.995489974,-0.059106094,-0.655099968,1.2216768785136796,-0.059555818,-1.090266442,-1.389462687,-1.266557255,high,40.3,77270
19-2042,0.6929597351518595,0.14576662197749382,-0.282776364,1.7722398203903384,0.626007419,-0.389135762,-0.808089904,-0.924090215,high,50.27,25230
19-2043,0.6184375500852413,-0.171803864,-0.688719636,1.7663356601557354,0.37361100307646544,-0.482066692,-0.564724554,-0.919685494,high,46.3,6270
19-2099,1.122696733,0.463868078,-0.590108089,1.3589486039681824,-0.001572858,-0.870385222,-0.384453924,-1.223611227,high,55.88,19820
19-3011,1.3887355140236126,-0.746645586,-0.597249357,1.7456710993346274,-0.803102016,-1.652000726,-1.610294209,-1.520929879,high,61.63000000000002,16370
19-3022,1.4117115309414041,0.21744520205345147,-0.70972123,1.9788854286014157,0.578256746,-1.461160423,-0.096020915,-1.302896201,high,31.94,7880
19-3032,1.3874346229664645,-0.505602808,-0.761646607,1.6364441349944865,1.7106298538925282,-1.434608728,-1.14159057,-1.430633103,high,69.52,1280
19-3033,1.4418177226603988,-0.32328905,-0.672733,1.423894366548806,0.9739051809938816,-1.507625888,-1.402982984,-1.655273862,high,49.4,62880
19-3034,1.4418177226603988,-0.32328905,-0.672733,0.4497079278394384,0.13485763685931132,-1.447884576,-1.294820606,-1.734558836,high,42.09,60250
19-3039,1.3746971939266928,-0.855224142,-0.769132628,NA,NA,NA,NA,NA,high,47.86999999999999,13900
19-3041,1.3961644194321983,0.2634886846735168,-0.405629637,2.203243517516301,0.080285439,-1.773142832,-1.889713685,-1.250039552,high,48.709999999999994,2980
19-3051,1.2108616218279313,-0.518546775,-0.74502165,1.6777732566367023,0.8306531612635895,-1.418013919,-2.39447145,-1.831462692,high,39.63,39880
19-3091,0.6750140994483806,-0.055298904,-0.494002435,1.9257479864899953,0.5305060723048809,-0.18336013,-0.501629833,-1.06504128,high,32.84,7350
19-3092,1.4215696409850211,0.9006918696371802,-0.056482399,1.4947442893640328,-0.185754026,-1.335039874,-1.466077705,-1.346943408,high,42.77,1360
19-3093,1.0810803297457308,-0.897356736,-0.784897763,1.6069233338214755,-0.158467927,-1.023057465,-0.519656896,-0.932899657,high,35.05,3120
19-3094,1.4039738026751867,0.3345492279182755,-0.33546661,2.132393594701074,0.093928488,-1.872711686,-2.078997847,-1.536346401,high,60.64,5660
19-3099,1.3123210320352314,-0.924807689,-0.831855535,1.453415167721817,0.939797557,-1.325082989,-0.943292877,-1.487894473,high,45.46,33210
19-4012,0.068623766,0.975952252,-0.424887457,0.6799701769889251,-0.168700214,0.48541067247567893,0.2329729847027984,0.12423332662144797,high,21.94,13140
19-4013,0.068623766,0.975952252,-0.424887457,1.0224114705958545,0.3804325278255271,0.13857916446901222,1.517401224600051,0.7408942335418512,medium,24.68,14350
19-4021,0.276036161,0.4060385191896837,-0.338377978,0.5677911325314834,-1.645560323,-0.196635977,0.5078856956983495,-0.007908296,high,25.75,73710
19-4031,0.035406840262183555,-0.093327819,-0.243113042,-0.022624891,-1.236268838,0.3244410252189965,1.7337259807932728,0.6572045390312256,medium,27.01,56030
19-4042,-0.010876724,1.3626851144329932,-0.321745055,0.030512551182679884,-0.062966581,0.3443547960136372,-0.077993852,-0.765520268,high,25.95,33920
19-4043,0.056055786117467483,1.5149507638729043,-0.14476294,-0.140708096,-1.052087669,-0.05392062,0.6430886683191137,0.075781398,high,29.24,9170
19-4044,0.24116708327325231,0.988155317,-0.241508719,NA,NA,NA,NA,NA,medium,32.04,2920
19-4051,0.14326130576252064,1.1402073244134412,-0.160652257,0.00689591,-0.431328917,0.13857916446901164,1.5759891794023826,-0.177490046,medium,46.65,5880
19-4061,1.1877867008576957,0.10220861319938616,-0.557315334,0.9869865091882419,-0.758762105,-1.607194742,0.435777444,-1.109088487,high,27.77,28720
19-4071,-0.701373146,1.2095196376499748,-0.11456931,0.095458314,0.8988684087542047,1.3334054121474812,0.14734443537631345,0.5294676368834277,medium,21.64,29120
19-4092,0.21428803995525803,-0.216364184,-0.602478178,0.17811655704773588,-1.29766256,0.5999148545448652,0.20142562442462011,-0.37790484,high,33.3,17590
19-4099,0.42627838042903704,0.4613598707969597,-0.338254498,0.266678961,-1.058909194,-0.118640375,1.3010764684068292,0.22774426456880167,high,27.78,70770
19-5011,0.8146611716843877,-0.381631915,-0.437839584,1.3117153220913649,0.9397975572485731,-0.58827347,-0.979347003,-0.765520268,high,39.47,109430
19-5012,0.375395475,-0.466933958,-0.39734812,0.9987948296574458,0.7283302900276658,-0.594911393,-0.18615623,-0.840400521,medium,30.4,23670
21-1011,1.0123722900477936,-0.38717585,-0.711208801,0.7980533816809702,0.5305060723048809,-1.029695389,0.4538045066500452,-0.994565747,high,26.13267205,135780.93872741555
21-1012,0.9549349726608827,-0.891837468,-0.766529777,0.6917784974581299,1.5059841114206816,-1.258703753,-2.205187288,-1.52753696,high,30.87,308000
21-1013,1.3520703688675308,-0.829194841,-0.764691922,0.14859575587472484,0.19625135960086573,-1.786418679,-2.349403792,-1.866700459,high,30.44,62080
21-1014,1.3267953373429255,-0.618016526,-0.699379329,0.36704968455500764,0.7897240127692192,-1.338358836,-0.997374066,-1.377776454,high,27.61243978002641,209189.06127258445
21-1015,0.479158744,-0.648572297,-0.710966718,0.34933720385120054,1.3900181906866362,-1.092755663,-0.141088573,-1.104683766,high,22.13,82420
21-1021,0.7553526501787349,-0.813915336,-0.776177669,0.46151624830864313,1.0489419532335584,-0.896936917,-0.393467455,-0.994565747,high,27.250000000000007,344770
21-1022,0.9146024046866703,-0.417670057,-0.599510333,0.17811655704773588,0.9397975572485731,-1.242108944,-2.27729554,-1.457061428,high,30.169999999999998,182420
21-1023,1.1015625516268945,-0.559002632,-0.672559933,0.8452866635577883,1.376375141188513,-1.427970805,-0.636832806,-1.205992344,high,28.91,107940
21-1091,0.6700603184134611,-0.802381157,-0.665608427,1.6364441349944865,0.9602621314957581,-0.966635115,-0.240237419,-0.567307833,high,32.07,56190
21-1092,0.5041304025429433,-1.002460573,-0.755655185,0.1367874354055201,0.6532935177879888,-0.253058328,0.8413863614962334,-0.915280774,high,31.209999999999997,89920
